광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사
삼성 그랑데 에이아이 : 에이아이의류케어시대편B_15,2021-01-29,15,가정용전기전자,가사용전기전자,세탁기및건조기,삼성전자(주),(주)제일기획,플랜잇프로덕션
렉서스 2021 ES300h : 심장편_15,2021-01-29,15,수송기기,수입자동차,수입승용차,한국토요타자동차(주),(주)덴츠엑스,덴츠이노벡
렉서스 2021 ES300h : 심장편_30,2021-01-29,30,수송기기,수입자동차,수입승용차,한국토요타자동차(주),(주)덴츠엑스,덴츠이노벡
케이티 스카이라이프 : 알뜰폰편_15,2021-01-29,15,컴퓨터및정보통신,방송,위성TV,(주)케이티스카이라이프,(주)이노션,생각을걷다
네스프레소 버츄오 : 커피의 새로운 기준편_15,2021-01-29,15,가정용전기전자,주방용전기전자,전기포트,네슬레코리아 유한책임회사,(주)대홍기획,대홍기획
몰랑팩트 쁘띠하우스_20,2021-01-29,20,가정용품,완구류,일반완구,오로라월드(주),(주)파인애드컴,(주)영상네트워크
휴테크 : 심해편A1_30,2021-01-29,30,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,주식회사 휴테크산업,(주)이노션,이노션
가야대학교 신입생모집_20,2021-01-29,20,교육및복지후생,교육기관,대학대학원,가야대학교,(주)경남미디어,(주)경남미디어
구글플레이 : 플레이 자유를 만나다편_30,2021-01-29,30,컴퓨터및정보통신,컴퓨터게임,모바일게임,(주)엔씨소프트(판교알앤디센터지점),(주)이노션,플랜잇
폴리니크 : 머리숱을 위한 과학 어머니편_15,2021-01-29,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,주식회사 아이엘사이언스,온보드그룹,apc
여수 노블루스트 전주_20,2021-01-29,20,그룹및기업광고,그룹광고,그룹PR,주식회사 제이더블유건설,(주)나라미디어,나라미디어
엘지 디오스 인덕션 : 초고화력을 발휘하는 순간편B,2021-01-29,30,가정용품,주방용품,가스렌지 및 전기렌지,엘지전자(주),(주)에이치에스애드,"apc, 가넷픽쳐스"
휴테크 : 심해편B1_30,2021-01-29,30,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,주식회사 휴테크산업,(주)이노션,이노션
엘지 디오스 식기세척기 스팀 : 100℃ 트루스팀으로 한 번에편_30,2021-01-29,30,가정용품,주방용품,주방용품기타,엘지전자(주),(주)엘베스트,"시대의 시선, 헬로우유니언"
테일러메이드 심2 : 아무도 따라올 수 없는 드라이버샷을 위해편_30,2021-01-29,30,가정용품,"취미,레저용품",골프용품,(유)테일러메이드코리아,(주)이노션,이노션
테일러메이드 심2 : 골프를 향한 열정편_30,2021-01-29,30,가정용품,"취미,레저용품",골프용품,(유)테일러메이드코리아,(주)이노션,이노션
테일러메이드 심 글로리 : 스타일리시 퍼포우먼스편_15,2021-01-29,15,가정용품,"취미,레저용품",골프용품,(유)테일러메이드코리아,(주)이노션,이노션
신영증권 패밀리헤리티지서비스 : 하늘에서 주는 보너스_60,2021-01-29,60,"금융,보험및증권",주식및유가증권,주식증권,신영증권(주),밴드앤링크,시대의시선
하프의 우정뱃지메이커_15,2021-01-29,15,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스
하프의 우정뱃지메이커_20,2021-01-29,20,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스
아이스크림 홈런 : 초개인화 러닝의 시작 아빠편_15,2021-01-29,15,서비스,전문서비스,전문서비스기타,아이스크림에듀,나스미디어,오스카스튜디오
롯데하이마트 : 아이티대전편,2021-01-29,15,유통,"소형,소매유통",전자대리점,롯데하이마트(주),(주)대홍기획,아크프로덕션
휴테크 : 심해편A_30,2021-01-29,30,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,주식회사 휴테크산업,(주)이노션,이노션
서피스 랩탑 고_15,2021-01-29,15,컴퓨터및정보통신,컴퓨터,노트북PC,(주)한국마이크로소프트,(주)대홍기획,대홍기획
아이스크림 홈런 : 초개인화 러닝의 시작 엄마편_15,2021-01-29,15,서비스,전문서비스,전문서비스기타,아이스크림에듀,나스미디어,오스카스튜디오
케이티 스카이라이프 : 유심편_15,2021-01-29,30,컴퓨터및정보통신,방송,위성TV,(주)케이티스카이라이프,(주)이노션,생각을걷다
진천교성트리니움_30,2021-01-29,30,"건설,건재및부동산",건설,건설,(주)대명수안,(주)미디아베이직,미디아베이직
렉서스 2021 ES300h : 심장편_30,2021-01-29,30,수송기기,수입자동차,수입승용차,한국토요타자동차(주),(주)덴츠엑스,덴츠이노벡
엘지 톤프리 : 노이즈캔슬링편,2021-01-29,30,가정용전기전자,음향기기,휴대용음향기기,엘지전자(주),(주)에이치에스애드,브라보
대성방역크린_20,2021-01-29,20,서비스,서비스기타,서비스기타,대성방역크린,주식회사 제이엔프로,(주)제이엔프로
휴테크 : 심해편B_30,2021-01-29,30,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,주식회사 휴테크산업,(주)이노션,이노션
마창대교 반도유보라 아이비파크,2021-01-28,30,"건설,건재및부동산",건설,건설,(주)반도건설,(주)카페인커뮤니케이션,(주)카페인커뮤니케이션
크레욜라_무슨 색깔일까편,2021-01-28,20,가정용품,완구류,완구류기타,(주)데이비드토이,(주)파인애드컴,제이케이브라더스
비맥스 메타정 : 일급비밀편,2021-01-28,15,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
케이티스카이라이프_알뜰폰편,2021-01-28,30,컴퓨터및정보통신,방송,위성TV,(주)케이티스카이라이프,(주)이노션,생각을걷다
아에르 어드밴스드 : 휴먼졸림체편,2021-01-28,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)씨앤투스성진,(주)이노션,(주)이노션
오늘의집_온라인집들이편,2021-01-28,15,서비스,개인서비스,인테리어서비스,(주)버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
한우자조금_2021 올해는 한우해편,2021-01-28,15,관공서및단체,관공서및단체기타,관공서및단체기타,한우자조금관리위원회,(주)브랜드센세이션,(주)브랜드센세이션
폴리니크_머리숱을 위한 과학편,2021-01-28,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,아이엘사이언스,직거래,apc
폴리니크_지금 후기 검색편,2021-01-28,15,제약및의료,의료기기,의료기기기타,아이엘사이언스,직거래,apc
HN_현대BS&C의 새 이름 미래를 만들어갈 자편,2021-01-28,30,그룹및기업광고,그룹광고,그룹PR,에이치엔그룹(주),맥켄에릭슨(주),맥켄에릭슨(주)
전자랜드_IT페스타편,2021-01-28,15,유통,대형유통,전자테마점,(주)에스와이에스리테일,시즌파이브마케팅컴퍼니,특이점
한우자조금_2021 올해는 한우해편,2021-01-28,15,관공서및단체,관공서및단체기타,관공서및단체기타,한우자조금관리위원회,(주)브랜드센세이션,(주)브랜드센세이션
미스디올 오 드 퍼퓸 : 사랑편,2021-01-28,15,화장품및보건용품,방향화장품,성인용향수,엘브이엠에치코스메틱스(유),(주)디티에스아이,(주)피치커뮤니케이션
네이처 메이드_배달음식편,2021-01-28,15,제약및의료,대사성의약,성인종합영양제,한국오츠카제약(주),(주)에이치에스애드,(주)꾸욱꾸욱
인사돌 플러스_좋은습관편,2021-01-28,20,제약및의료,"이비인후,치과및안과용제",구내염용제,동국제약(주),동국헬스케어홀딩스(주),오렌지클락프로덕션
큰맘할매순대국_문세윤 국밥송 시즐편,2021-01-28,15,서비스,음식및숙박,기타프랜차이즈점,주식회사 보강엔터프라이즈,(주)한컴,"케이트프로덕션, 오드아이"
오늘의집_온라인집들이 그릇편,2021-01-28,15,서비스,개인서비스,인테리어서비스,주식회사 버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
보타랩,2021-01-28,30,화장품및보건용품,모발 및 목욕용제,"샴푸,린스",(주)리만코리아,씨드플랜,머드케이크
웅진스마트올_혼공시대+4학년 성적편,2021-01-28,30,출판,초등학생용교재,초등학생용학습지,(주)웅진씽크빅,(주)오버맨,아크프로덕션
비맥스 메타정 : 비교환영편,2021-01-28,30,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
우루사_팩트를 보면 우루사 소중한사람편,2021-01-28,15,제약및의료,제약및의료기타,제약및의료기업PR,(주)대웅제약,(주)대홍기획,테레비필름
동양건설산업 기업 브랜드 광고,2021-01-28,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",(주)동양건설산업,(주)에스지컴퍼니,(주)에스지컴퍼니
비맥스 메타정 : 황금비율편,2021-01-28,30,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
폴리니크_머리숱을 위한 과학 어머니편,2021-01-28,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,아이엘사이언스,직거래,apc
도현가구갤러리,2021-01-28,30,가정용품,가구류,가구류제품종합,(DH)도현가구갤러리,(주)우진커뮤니케이션즈,(주)우진커뮤니케이션즈
오늘의집_인테리어편,2021-01-28,6,서비스,개인서비스,인테리어서비스,주식회사 버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
네네치킨 : 일주일 내내 치킨은 네네편,2021-01-28,15,식품,축산품,치킨가공품,(주)혜인식품,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
킨더초콜릿 : 작은 표현 속의 큰사랑편,2021-01-28,30,식품,제과,초코릿,페레로 아시아 리미티드 한국지점,레오버넷(주),그레이월드와이드
NCT 지성 생일 축하,2021-01-28,15,서비스,문화및공연,문화및공연기타,국가대표 광고,(주)국가대표,(주)국가대표
폴리니크_머리숱을 위한 과학 딸편,2021-01-28,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,아이엘사이언스,직거래,apc
제천시 : 1시간편,2021-01-28,15,관공서및단체,중앙및지방관공서,지방자치단체,제천시청,(주)블루콘텐츠,(주)블루콘텐츠
오늘의집 : 온라인집들이편_30,2021-01-28,30,서비스,개인서비스,인테리어서비스,주식회사 버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거스튜디오"
알레르망 스핑크스 : 알러지프리 매트리스 탄생편_15,2021-01-28,30,가정용품,가구류,침대,(주)이덕아이앤씨,(주)에이치에스애드,매터스인류크
풀무원아미오_15,2021-01-28,15,기초재,농축수산기초재,사료,씨에이에프 주식회사,그랑몬스터(주),그랑몬스터(주)
내서농협하나로마트 설맞이대축제,2021-01-28,20,유통,대형유통,대형유통제품종합,내서농업협동조합하나로마트,(주)한국디지털방송,(주)한국디지털방송
영화진흥위원회_무비매너편,2021-01-28,30,관공서및단체,관공서및단체기타,관공서및단체기타,영화진흥위원회,(주)투와이드컴퍼니,(주)투와이드컴퍼니
도현가구갤러리,2021-01-28,20,가정용품,가구류,가구류제품종합,(DH)도현가구갤러리,(주)우진커뮤니케이션즈,(주)우진커뮤니케이션즈
칠성사이다 제로_런칭편,2021-01-28,15,음료및기호식품,비알콜음료,사이다,롯데칠성음료(주),(주)대홍기획,아크프로덕션
동양건설산업 기업 브랜드 광고,2021-01-28,15,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",(주)동양건설산업,(주)에스지컴퍼니,(주)에스지컴퍼니
2021 일산가구단지 가구박람회,2021-01-28,20,서비스,서비스기타,서비스기타,땡글이,(주)휴엔아이,(주)휴엔아이
TS토파헤어리턴_8파장 두피케어편,2021-01-28,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)TS트릴리온,(주)TS미디어,알유앤커뮤니케이션
2021 팔도 틈새라면 볶음면 : 제시편,2021-01-28,15,식품,면류,봉지인스턴트면류,(주)팔도,(주)이노션,"오스카스튜디오, 롱블랙"
한우자조금_2021 올해는 한우해편,2021-01-28,15,관공서및단체,관공서및단체기타,관공서및단체기타,한우자조금관리위원회,(주)브랜드센세이션,(주)브랜드센세이션
TS토파헤어리턴_8파장 두피케어편,2021-01-28,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)TS트릴리온,(주)TS미디어,알유앤커뮤니케이션
오늘의집_천만회원 편,2021-01-28,6,서비스,개인서비스,인테리어서비스,주식회사 버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
KT 스카이라이프_알뜰폰편,2021-01-28,15,컴퓨터및정보통신,방송,위성TV,(주)케이티스카이라이프,(주)이노션,생각을걷다
폴리니크_머리숱을 위한 과학 아들편,2021-01-28,15,제약및의료,의료기기,의료기기기타,주식회사 아이엘사이언스,직거래,apc
NCT DREAM 박지성 : Dear Dream편,2021-01-28,15,서비스,문화및공연,문화및공연기타,팬나이스,(주)국가대표,(주)국가대표
인사돌 플러스_좋은습관편,2021-01-28,15,제약및의료,"이비인후,치과및안과용제",구내염용제,동국제약(주),동국헬스케어홀딩스(주),오렌지클락프로덕션
비맥스 메타정 : 황금비율편,2021-01-28,15,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
신한 마이카_내 차 사는 신기술 자동차 할부이자편,2021-01-28,30,"금융,보험및증권",금융및보험,"할부금융,캐피탈",신한카드 주식회사,(주)제일기획,"오스카스튜디오, 것"
신한 마이카_내 차 사는 신기술 자동차 할부이자편,2021-01-28,15,"금융,보험및증권",금융및보험,"할부금융,캐피탈",신한카드 주식회사,(주)제일기획,"오스카스튜디오, 것"
신한 마이카_내 차 사는 신기술편,2021-01-28,30,"금융,보험및증권",금융및보험,"할부금융,캐피탈",신한카드 주식회사,(주)제일기획,"오스카스튜디오, 것"
알레르망 스핑크스_알러지프리 매트리스 탄생편,2021-01-28,15,가정용품,가구류,침대,(주)이덕아이앤씨,(주)에이치에스애드,매터스인류크
오늘의집_다운로드편,2021-01-28,6,서비스,개인서비스,인테리어서비스,주식회사 버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
한우자조금 : 2021 올해는 한우해편A1_15,2021-01-28,15,관공서및단체,관공서및단체기타,관공서및단체기타,한우자조금관리위원회,(주)브랜드센세이션,(주)브랜드센세이션
한우자조금 : 2021 올해는 한우해편A2_15,2021-01-28,15,관공서및단체,관공서및단체기타,관공서및단체기타,한우자조금관리위원회,(주)브랜드센세이션,(주)브랜드센세이션
비맥스 메타정 : 비교환영편_15,2021-01-28,15,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
티에스토파헤어리턴 : 반드시 돌아온다편C,2021-01-28,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)TS트릴리온,(주)TS미디어,알유앤커뮤니케이션
엔시티 지성 생일축하_15,2021-01-28,15,서비스,문화및공연,문화및공연기타,김지연,(주)국가대표,(주)국가대표
부산 브리티지 센텀_30,2021-01-28,30,"건설,건재및부동산",부동산임대및매매,건물임대및매매,주식회사 성신이앤씨,워너비 커뮤니케이션,데프우드프로덕션
네이처 메이드 : 홈트편,2021-01-28,15,제약및의료,대사성의약,성인종합영양제,한국오츠카제약(주),(주)에이치에스애드,(주)꾸욱꾸욱
킨더초콜릿 : 작은 표현 속의 큰사랑편_15,2021-01-28,15,식품,제과,초코릿,페레로 아시아 리미티드 한국지점,레오버넷(주),그레이월드와이드
비에이치씨치킨 포테킹 후라이드 : 바삭함에 제대로 꽂히다편,2021-01-28,15,서비스,음식및숙박,기타프랜차이즈점,주식회사 비에이치씨,(주)한컴,매터스인류크
비맥스 메타정 : 일급비밀편_30,2021-01-28,30,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
도현가구갤러리_15,2021-01-28,15,가정용품,가구류,가구류제품종합,(DH)도현가구갤러리,(주)우진커뮤니케이션즈,(주)우진커뮤니케이션즈
에이치엔 : 현대비에스앤씨의 새 이름 미래를 만들어갈 자편,2021-01-28,15,그룹및기업광고,그룹광고,그룹PR,에이치엔그룹(주),맥켄에릭슨(주),맥켄에릭슨(주)
토요타 하이브리드 일렉트리파이드 E-Four : 일렉트리파이드 AWD편,2021-01-28,15,수송기기,수입자동차,수입승용차,한국토요타자동차(주),(주)덴츠엑스,프라이데이나잇
넷플릭스_승리호 단독공개편,2021-01-27,15,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획
유니세프_60,2021-01-27,60,관공서및단체,단체,민간단체,사단법인 유니세프한국위원회,(주)대홍기획,(주)대홍기획
웅진스마트올_4학년 성적편,2021-01-27,15,출판,초등학생용교재,초등학생용학습지,(주)웅진씽크빅,(주)오버맨,아크프로덕션
코지마_코지체어 : 세상을 바꾼 체어편,2021-01-27,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)복정제형,앵글,특이점
한국야쿠르트 : 프바한야 캠페인_재택하냐편,2021-01-27,15,식품,건강식품,건강식품기타,(주)한국야쿠르트,(주)이노션,오스카
한국야쿠르트 : 프바한야 캠페인_공부하냐편,2021-01-27,15,식품,건강식품,건강식품기타,(주)한국야쿠르트,(주)이노션,오스카
금성침대_착하다편,2021-01-27,15,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔
오늘의집_천만회원편,2021-01-27,6,서비스,개인서비스,인테리어서비스,(주)버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
오늘의집_온라인집들이편,2021-01-27,30,서비스,개인서비스,인테리어서비스,(주)버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
유니베라 아임뮨 : 흔들리는 면역력편_B,2021-01-27,15,식품,건강식품,건강식품제품종합,(주)유니베라,(주)벨커뮤니케이션즈,"DIRECTORS, 브랜드집"
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_코트편,2021-01-27,30,가정용전기전자,가사용전기전자,가사용전기전자기타,(주)엘지전자,(주)에이치에스애드,브라보
한국야쿠르트 : 프바한야 캠페인_홈트하냐편,2021-01-27,15,식품,건강식품,건강식품기타,(주)한국야쿠르트,(주)이노션,오스카
에스케이텔레콤 브이컬러링 : 갤럭시 S21 밤에 더 빛나링편,2021-01-27,30,컴퓨터및정보통신,통신망,이동통신,(주)에스케이텔레콤,(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문
제2공항 제주지역 경제단체협의회,2021-01-27,30,서비스,서비스기타,서비스기타,에스아이(SI)커뮤니케이션,(주)시크릿아일랜드,(주)시크릿아일랜드
유한락스 : 청소와 살균편,2021-01-27,15,화장품및보건용품,세제류,표백제,(주)유한크로락스,(주)엠허브,(주)디블렌트
세라젬_워킹맘편,2021-01-27,30,제약및의료,의료기기,의료기기제품종합,(주)세라젬,(주)대홍기획,"오스카스튜디오, 티키타카"
"네이버_어민들이 만드는 온라인 가게의 경쟁력, 네이버편",2021-01-27,30,컴퓨터및정보통신,통신정보서비스,인터넷서비스,네이버 주식회사,(주)대홍기획,"아크프로덕션, 도날드시럽"
오늘의집_온라인집들이 그릇편,2021-01-27,15,서비스,개인서비스,인테리어서비스,주식회사 버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
유니베라 아임뮨 : 예전같지 않는 면역력편C,2021-01-27,15,식품,건강식품,건강식품제품종합,(주)유니베라,(주)벨커뮤니케이션즈,"DIRECTORS, 브랜드집"
코웨이 슬립케어 매트리스 : 탑퍼 교체편,2021-01-27,15,가정용품,가구류,침대,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
코웨이_슬립케어 매트리스 : 탑퍼 교체편,2021-01-27,15,가정용품,가구류,침대,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,슈퍼마켓크리에이티브
하프의 우정뱃지메이커,2021-01-27,15,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스
하프의 우정뱃지메이커_20,2021-01-27,20,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스
코지마 코지체어 : 코지라이프편,2021-01-27,20,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)복정제형,앵글,특이점
한국야쿠르트 : 프바한야 캠페인_외출하냐편,2021-01-27,15,식품,건강식품,건강식품기타,(주)한국야쿠르트,(주)이노션,오스카
가나초콜릿_감성이필요해 가나 랑드샤쿠키편,2021-01-27,15,식품,제과,초코릿,(주)롯데제과,(주)대홍기획,(주)대홍기획
코지마_코지체어 : 코지라이프편,2021-01-27,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)복정제형,앵글,특이점
알바몬_배달알바편,2021-01-27,30,서비스,서비스기타,서비스기타,잡코리아(유),그룹엠코리아 주식회사,메이트 커뮤니케이션즈
울산 뉴시티 에일린의뜰,2021-01-27,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",(주)아이에스동서,(주)에스지컴퍼니,(주)에스지컴퍼니
금성침대_착하게 만든 우리침대편,2021-01-27,15,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔
한국야쿠르트 : 프바한야 캠페인_운전하냐편,2021-01-27,15,식품,건강식품,건강식품기타,(주)한국야쿠르트,(주)이노션,오스카
포테토칩 엣지 : 이런 감자 봤어? 농심 `포테토칩 엣지 통감자구이맛`편,2021-01-27,15,식품,제과,스낵,(주)농심기획,(주)농심기획,"꾸욱꾸욱, 소년"
유한락스 : 유한락스로 청소와 살균하세요편,2021-01-27,30,화장품및보건용품,세제류,표백제,(주)유한크로락스,(주)엠허브,(주)디블렌트
아쿠아그린텍 에끌로바,2021-01-27,15,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)아쿠아그린텍,(주)더블에이플랫,(주)더블에이플랫
코웨이 슬립케어 매트리스 : 전문 케어 서비스편,2021-01-27,15,가정용품,가구류,침대,(주)코웨이,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_재킷편,2021-01-27,30,가정용전기전자,가사용전기전자,가사용전기전자기타,(주)엘지전자,(주)에이치에스애드,러브앤드머니
"유니베라 아임뮨 : 면역아, 알로에 먹자! 여자편",2021-01-27,15,식품,건강식품,건강식품제품종합,(주)유니베라,(주)벨커뮤니케이션즈,"DIRECTORS, 브랜드집"
오늘의집_다운로드편,2021-01-27,6,서비스,개인서비스,인테리어서비스,(주)버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
에이에이치씨_아이크림 포 페이스 : 어린 피부로 탄력 유턴편,2021-01-27,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품제품종합,(주)카버코리아,(주)TBWA KOREA,(주)TBWA KOREA
명진푸드_카페캔버스 구자성편,2021-01-27,15,서비스,음식및숙박,패스트푸드점,(주)명진푸드,(주)피아미디어그룹,펭귄에이전시
대광로제비앙 퍼스트뷰,2021-01-27,20,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사 디에이치개발,주식회사 에스알비애드,(주)에스알비애드
"유니베라 아임뮨 : 면역아, 알로에 먹자! 여자편",2021-01-27,15,식품,건강식품,건강식품제품종합,(주)유니베라,(주)벨커뮤니케이션즈,"DIRECTORS, 브랜드집"
알바몬_옷가게알바편,2021-01-27,30,서비스,서비스기타,서비스기타,잡코리아(유),그룹엠코리아 주식회사,메이트 커뮤니케이션즈
넷플릭스_승리호 단독공개편,2021-01-27,30,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획
한국야쿠르트 : 프바한야 캠페인_집콕하냐편,2021-01-27,15,식품,건강식품,건강식품기타,(주)한국야쿠르트,(주)이노션,오스카
오늘의집_인테리어편_6,2021-01-27,6,서비스,개인서비스,인테리어서비스,(주)버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
금성침대_착하게 만든 우리침대편,2021-01-27,30,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔
오늘의집_온라인집들이 소파편_15,2021-01-27,15,서비스,개인서비스,인테리어서비스,(주)버킷플레이스,(주)이노션,"생각을걷다, 쓰리핑거 스튜디오"
목포 물류창고 대개방,2021-01-27,30,그룹및기업광고,그룹광고,그룹PR,에이엠애드(AMAD),(주)서현애드,프로덕션 모던
폭스바겐_티록 슬기편_15,2021-01-26,15,수송기기,수입자동차,수입다목적승용차,아우디폭스바겐코리아(주),옴니콤미디어그룹코리아(주),엠허브
아이에스동서_울산 뉴시티 에일린의뜰 _30,2021-01-26,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",아이에스동서(주),(주)에스지컴퍼니,(주)에스지컴퍼니
농심_짬뽕건면B_30,2021-01-26,30,식품,면류,봉지인스턴트면류,(주)농심,(주)농심기획,농심기획
삼성전자_갤럭시에스21 랩콜라보_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 러닝_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 카메라문라이트_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 랩콜라보_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 작사 영감_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
전남정보문화산업진흥원_청년 내일로_40,2021-01-26,40,관공서및단체,단체,공공단체,(재)전라남도정보문화산업진흥원,미입력,나라미디어
아이에스동서_울산 뉴시티 에일린의뜰 _30,2021-01-26,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",아이에스동서(주),(주)에스지컴퍼니,(주)에스지컴퍼니
폭스바겐_티록 비와이편_30,2021-01-26,30,수송기기,수입자동차,수입다목적승용차,아우디폭스바겐코리아(주),씨제이 이앤엠,슈퍼마켓크리에이티브
바디프랜드_방탄 설날 11번가_15,2021-01-26,15,가정용품,가정용품기타,가정용품기타,주식회사 바디프랜드,(주)프랜드미디어,(주)바디프랜드
삼성전자_갤럭시에스21 디자인 웨딩_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 디자인랩콜라보_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 카메라_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
군산필스_설맞이 빅세일_20,2021-01-26,20,패션,패션기타,패션기타,군산필스,애드엔피플,(주)애드엔피플
삼성전자_갤럭시에스21 디자인_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
유한크로락스_유한락스A_15,2021-01-26,15,화장품및보건용품,세제류,표백제,(주)유한크로락스,(주)엠허브,(주)디블렌트
디에이치개발_대광로제비앙_20,2021-01-26,20,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사 디에이치개발,주식회사 에스알비애드,(주)에스알비애드
유한크로락스_유한락스A_30,2021-01-26,30,화장품및보건용품,세제류,표백제,(주)유한크로락스,(주)엠허브,(주)디블렌트
오비맥주_카스 런칭편 0.0편_30,2021-01-26,30,음료및기호식품,알콜음료,맥주,오비맥주 주식회사,레오버넷(주),매트 프로덕션
