광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사
삼성전자_갤럭시에스21 문라이트_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 에스펜_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 어린프로 투고_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
한번애_초대편_30,2021-01-26,30,가정용전기전자,주방용전기전자,주방용전기전자제품종합,텐마인즈,직거래,(주)열심히커뮤니케이션즈
아이스크림홈런_아빠편_30,2021-01-26,30,서비스,전문서비스,전문서비스기타,나스미디어,오스카,(주)에스비에스엠앤씨
한번애_초대편_15,2021-01-26,15,가정용전기전자,주방용전기전자,주방용전기전자제품종합,텐마인즈,미입력,(주)열심히커뮤니케이션즈
한번애_예약편_15,2021-01-26,15,가정용전기전자,주방용전기전자,주방용전기전자제품종합,텐마인즈,미입력,(주)열심히커뮤니케이션즈
오비맥주_카스0.0편_15,2021-01-26,15,음료및기호식품,알콜음료,맥주,오비맥주 주식회사,레오버넷(주),매트 프로덕션
삼성전자_웨딩투고_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_러닝투고출시_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 작사 영감_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,APC
오비맥주_카스 0.0런칭편B_30,2021-01-26,30,음료및기호식품,알콜음료,맥주,오비맥주 주식회사,레오버넷(주),매트 프로덕션
혼다_씨알브이 하이브리드 출력편_15,2021-01-26,15,수송기기,수입자동차,수입승용차,혼다코리아주식회사,맥켄에릭슨(주),(주)W브랜드커넥션
삼성전자_갤럭시에스21 웨딩_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
헨켈홈케어_퍼실 딥 클린_15,2021-01-26,15,화장품및보건용품,세제류,세탁세제,헨켈홈케어코리아 유한회사,(주)디디비코리아,이본부
혼다_어코드 하이브리드 출력편_15,2021-01-26,15,수송기기,수입자동차,수입승용차,혼다코리아주식회사,맥켄에릭슨(주),(주)W브랜드커넥션
유안타증권_고층아파트주민 편_15,2021-01-26,15,"금융,보험및증권",주식및유가증권,주식증권,유안타증권(주),(주)한컴,오드아이컨텐츠
삼성전자_갤럭시에스21 카메라_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 카메라어린프로_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 문라이트_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
유안타증권_물타는 서퍼 편_15,2021-01-26,15,"금융,보험및증권",주식및유가증권,주식증권,유안타증권(주),(주)한컴,오드아이컨텐츠
한번애_예약편_30,2021-01-26,30,가정용전기전자,주방용전기전자,주방용전기전자제품종합,텐마인즈,미입력,(주)열심히커뮤니케이션즈
엘지전자_프라엘 아이케어_30,2021-01-26,30,가정용전기전자,가사용전기전자,전기이미용기기,엘지전자(주),(주)에이치에스애드,앨리스퀘어
폭스바겐_티록 비와이편_15,2021-01-26,15,수송기기,수입자동차,수입다목적승용차,아우디폭스바겐코리아(주),옴니콤미디어그룹코리아(주),엠허브
농심_짬뽕건면A_30,2021-01-26,30,식품,면류,봉지인스턴트면류,(주)농심,(주)농심기획,농심기획
삼성전자_갤럭시에스21 생일파티_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 디자인_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 에스펜투고_45,2021-01-26,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
유카로오토모빌_신차혜택_30,2021-01-26,30,수송기기,수입자동차,수입승용차,유카로오토모빌(주),(주)애드맥스,애드맥스
삼성전자_갤럭시에스21 생일파티투고_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
오비맥주_카스0.0편B_15,2021-01-26,15,음료및기호식품,알콜음료,맥주,오비맥주 주식회사,레오버넷(주),매트 프로덕션
삼성전자_갤럭시에스21 어린프로출시_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 어린프로투고출시_30,2021-01-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_갤럭시에스21 어린프로 투고_15,2021-01-26,15,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
녹십자_비맥스 메타 황금비율_15,2021-01-25,15,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,꾸욱꾸욱
한국피앤지_질레트 플렉스볼_15,2021-01-25,15,화장품및보건용품,화장도구,면도용구,한국피앤지판매 유한회사,(주)바이널아이,명프로 프로덕션
에어리프_디닥넥B_15,2021-01-25,15,가정용품,가정용품기타,가정용품기타,에어리프,부스터즈,금요일여섯시
맥도날드_미트칠리_15,2021-01-25,15,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),매스메스에이지
삼성전자_이날치 릴보이_60,2021-01-25,60,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,러브앤드머니
맥도날드_맥카페 프로모션_30,2021-01-25,30,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),뮤지엄컨텐츠
보건복지부_노담 3차_15,2021-01-25,15,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)에이치에스애드,포카라크리에이티브웍스
비맥스 메타정 : 비교환영편_15,2021-01-25,15,제약및의료,대사성의약,비타민제,(주)녹십자,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)꾸욱꾸욱
아람북스_우리자연이랑_20,2021-01-25,20,출판,유아용교재,유아용교재기타,(주)아람북스,(주)서울디지컴애드,서울디지컴
전주백년돌침대_40,2021-01-25,40,가정용품,가구류,침대,주식회사 으뜸애드,주식회사 제이엔프로,(주)제이엔프로
보건복지부_노담 3차_30,2021-01-25,30,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)에이치에스애드,포카라크리에이티브웍스
맥도날드_맥카페_30,2021-01-25,30,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),뮤지엄컨텐츠
정관장_제자리 편_30,2021-01-25,30,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,꾸욱꾸욱
정관장_제자리 편_15,2021-01-25,15,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,꾸욱꾸욱
맥도날드_맥카페 프로모션_15,2021-01-25,15,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),뮤지엄컨텐츠
삼부토건_숲속편_15,2021-01-25,15,그룹및기업광고,그룹광고,그룹PR,삼부토건(주),(주)엘베스트,오스카
이브자리_덕진 이브자리 혼수 페스티벌_20,2021-01-25,20,유통,대형유통,대형유통기타,이브자리덕진점,(주)에이사이드,에이사이드컴
휴메이저_닥터포헤어_30,2021-01-25,30,화장품및보건용품,모발 및 목욕용제,"샴푸,린스",휴메이저 지점,(주)이노션,이노션
삼부토건_텃밭편_15,2021-01-25,15,그룹및기업광고,그룹광고,그룹PR,삼부토건(주),(주)엘베스트,오스카
삼성전자_갤럭시북 컬러감 자신감_15,2021-01-25,15,컴퓨터및정보통신,컴퓨터,노트북PC,삼성전자(주),(주)제일기획,프로덕션로켓트
황토골 흙돌침대_개점9주년세일_20,2021-01-25,20,가정용품,가구류,가구류제품종합,황토골 흙돌침대,(주)우일기획,(주)우일기획
황토골 흙돌침대_그랜드오픈특별세일_20,2021-01-25,20,가정용품,가구류,가구류제품종합,황토골 흙돌침대,(주)우일기획,(주)우일기획
삼부토건_서재편_15,2021-01-25,15,그룹및기업광고,그룹광고,그룹PR,삼부토건(주),(주)엘베스트,오스카
더맨신사정장_현진우 편_20,2021-01-25,20,패션,정장의류,정장의류제품종합,더맨신사정장,(주)나라미디어,나라미디어
컴투게터피알케이_컴투게더_20,2021-01-25,20,가정용품,방취및방균제,방취및방균제제품종합,(주)컴투게더,주식회사 컴투게더피알케이,컴투게더
에이스메이커무비웍스_새해전야_15,2021-01-25,15,서비스,문화및공연,영화,(주)에이스메이커무비웍스,(주)대홍기획,대홍기획
삼성전자_갤럭시 S21 디자인 웨딩_45,2021-01-22,45,컴퓨터및정보통신,통신기기,휴대폰,(주)삼성전자,(주)제일기획,(주)제일기획
삼성전자_갤럭시 S21 카메라_45,2021-01-22,45,컴퓨터및정보통신,통신기기,휴대폰,(주)삼성전자,(주)제일기획,(주)제일기획
명인제약_이가탄 시계편_B_20,2021-01-22,20,제약및의료,제약및의료기타,제약및의료기타,(주)명인제약,(주)명애드컴,(주)티키타카
명인제약_이가탄 시계편_C_20,2021-01-22,20,제약및의료,제약및의료기타,제약및의료기타,(주)명인제약,(주)명애드컴,(주)티키타카
삼성전자_러닝투고출시_30,2021-01-22,30,컴퓨터및정보통신,통신기기,휴대폰,(주)삼성전자,(주)제일기획,러브앤드머니
노블루스트 여수,2021-01-22,20,그룹및기업광고,그룹광고,그룹PR,(주)제이더블유건설,(주)나라미디어,(주)나라미디어
리틀미미 가방스쿨 : 학교가자편_20,2021-01-22,20,가정용품,완구류,작동완구,(주)미미월드,(주)와우매니지먼트그룹,렉스프로덕션
에스케이텔레콤 브이컬러링 : 러브 갤럭시 S21 숨은 연아 찾으링편,2021-01-22,30,컴퓨터및정보통신,통신망,이동통신,"(주)삼성전자, (주)에스케이텔레콤",(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
아이스크림 홈런 : 초개인화 러닝의 시작 아빠편_15,2021-01-22,15,서비스,전문서비스,전문서비스기타,(주)아이스크림에듀,나스미디어,오스카스튜디오
에스케이텔레콤 브이컬러링 : 러브 갤럭시 S21 피는못 속이링편,2021-01-22,30,컴퓨터및정보통신,통신망,이동통신,"(주)삼성전자, (주)에스케이텔레콤",(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
질레트 스킨텍 플렉스볼 : 부드럽게 플렉스편_15,2021-01-22,15,화장품및보건용품,화장도구,면도용구,한국피앤지판매 유한회사,바이널아이,명프로 프로덕션
고려기프트 판촉물 : 경제정상회담편_15,2021-01-22,15,서비스,서비스기타,서비스기타,(주)고려기프트,(주)프리비알,비알캠페인
데상트 : 브랜드 캠페인 어웨이큰편,2021-01-22,60,패션,스포츠전문복,스포츠전문복제품종합,(주)데상트코리아,(주)이노션,러브앤드머니
카스 라이트_30,2021-01-22,30,음료및기호식품,알콜음료,맥주,(주)오비맥주,(주)레오버넷,매트 프로덕션
부동산라이브커머스,2021-01-22,20,"건설,건재및부동산",부동산임대및매매,부동산임대및매매제품종합,(주)제이엠디시즌,(주)유어비즈,(주)제이엠디시즌
리쏘 안마의자_15,2021-01-22,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)리쏘,(주)브랜드센세이션,(주)브랜드센세이션
비에이치씨치킨 포테킹 후라이드_15,2021-01-22,15,서비스,음식및숙박,기타프랜차이즈점,(주)비에이치씨,(주)한컴,매터스인류크
리쏘 안마의자_20,2021-01-22,20,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)리쏘,(주)브랜드센세이션,(주)브랜드센세이션
대양목재 우드슬랩 : 좋은 나무를 더욱 가치있게편_15,2021-01-22,15,유통,유통기타,유통기타,(주)대양목재,(주)휴엔아이,(주)휴엔아이
명인제약_이가탄 시계편_C_15,2021-01-22,15,제약및의료,제약및의료기타,제약및의료기타,(주)명인제약,(주)명애드컴,(주)티키타카
에스케이텔레콤 브이컬러링 : 러브 갤럭시 S21 숨은 연아 찾으링편,2021-01-22,30,컴퓨터및정보통신,통신망,이동통신,"(주)삼성전자, (주)에스케이텔레콤",(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
명인제약_이가탄 시계편_D_20,2021-01-22,20,제약및의료,제약및의료기타,제약및의료기타,(주)명인제약,(주)명애드컴,(주)티키타카
리쏘 안마의자_20,2021-01-22,20,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)리쏘,(주)브랜드센세이션,(주)브랜드센세이션
카스 라이트_15,2021-01-22,15,음료및기호식품,알콜음료,맥주,(주)오비맥주,(주)레오버넷,매트 프로덕션
한맥 : 런칭_케이라거편_15,2021-01-22,15,음료및기호식품,알콜음료,맥주,(주)오비맥주,(주)메이트커뮤니케이션즈,"슈퍼마켓크리에이티브, 티키타카"
한맥 : 프리런칭편_15,2021-01-22,15,음료및기호식품,알콜음료,맥주,(주)오비맥주,(주)메이트커뮤니케이션즈,"슈퍼마켓크리에이티브, 티키타카"
한맥 : 런칭_케이라거(메인)편_30,2021-01-22,30,음료및기호식품,알콜음료,맥주,(주)오비맥주,(주)메이트커뮤니케이션즈,"슈퍼마켓크리에이티브, 티키타카"
